Unnamed: 0,Unnamed: 0.1,GridName,GridRows,GridColumns,NumOfAgents,NumOfObstacles,InstanceId,BranchingFactor,ObstacleDensity,AvgDistanceToGoal,MaxDistanceToGoal,MinDistanceToGoal,AvgStartDistances,AvgGoalDistances,PointsAtSPRatio,A*+OD+ID Success,A*+OD+ID Runtime,A*+OD+ID Solution Cost,A*+OD+ID Expanded,A*+OD+ID Generated,A*+OD+ID Max Group Size,A*+OD+ID Min Group Size,A*+OD+ID Max Group,A*+OD+ID Solution Depth,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Success,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Solution Cost,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Expanded (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Generated (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Closed List Hits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Partial Expansions (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Adoptions (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Pruning Successes (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Pruning Failures (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Nodes Expanded With Goal Cost (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Look Ahead Nodes Created (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Conflicts Bypassed With Adoption (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Cardinal Conflict Splits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Semi-Cardinal Conflict Splits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Non-Cardinal Conflict Splits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes MDDs Built (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Nodes Pushed Back (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Restarts (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Max Group Size (HL),EPEA*/SIC Expanded,EPEA*/SIC Generated,EPEA*/SIC Reopened,EPEA*/SIC BPMX boosts,EPEA*/SIC Closed List Hits,EPEA*/SIC Reopened With Old H,EPEA*/SIC H Updated From Other Area,EPEA*/SIC Max expansion delay,EPEA*/SIC Quick Insertions,EPEA*/SIC Quick Insertions Cancelled,EPEA*/SIC Expanded Full States,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Quick Insertions,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Quick Insertions Cancelled,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Max Group,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Solution Depth,Basic-CBS/(A*/SIC)+ID Success,Basic-CBS/(A*/SIC)+ID Runtime,Basic-CBS/(A*/SIC)+ID Solution Cost,Basic-CBS/(A*/SIC)+ID Expanded,Basic-CBS/(A*/SIC)+ID Generated,Basic-CBS/(A*/SIC)+ID Max Group Size,Basic-CBS/(A*/SIC)+ID Min Group Size,Basic-CBS/(A*/SIC)+ID Max Group,Basic-CBS/(A*/SIC)+ID Solution Depth,ICTS 3E +ID Success,ICTS 3E +ID Runtime,ICTS 3E +ID Solution Cost,ICTS 3E +ID Expanded,ICTS 3E +ID Generated,ICTS 3E +ID Max Group Size,ICTS 3E +ID Min Group Size,ICTS 3E +ID Max Group,ICTS 3E +ID Solution Depth,EPEA*+ID Success,EPEA*+ID Runtime,EPEA*+ID Solution Cost,EPEA*+ID Expanded,EPEA*+ID Generated,EPEA*+ID Max Group Size,EPEA*+ID Min Group Size,EPEA*+ID Max Group,EPEA*+ID Solution Depth,Y,Y Success,Y Runtime,GridSize,Sparsity,bridges
1944,1944,Unknown,110,110,15,1815,0,30517578125.0,0.15,74.8,132,22,72.78333,70.18333,0.08702479,1,152.0902,1122,1122,2677,1,1,1,0,1,114.8864,1122,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2584,2481,0,0,1685,0,0,1936,2109,300,2431,0,0,1,0,1,211.045,1122,1122,2677,1,1,1,0,1,165.2752,1122,1122,2677,1,1,1,0,1,191.2227,1122,1122,2677,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,114.8864,12100,0.0014584346135148275,144
3067,3067,Unknown,140,140,15,3920,1,30517578125.0,0.2,103.66666670000001,197,38,87.33334,85.06667,0.07387755,1,506.0638,1555,1555,3535,1,1,1,0,1,81.40629995,1555,2,4,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1,1127,1137,0,0,487,0,0,424,873,158,987,2,0,1,0,1,462.1413,1555,1555,3535,1,1,1,0,1,518.1198,1555,1555,3535,1,1,1,0,1,481.6482,1555,1555,3535,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,81.40629995,19600,0.0009566326530612245,526
4883,4883,Unknown,190,190,65,7220,2,2.71e+45,0.2,128.6153846,285,9,132.1958,124.8709,0.1705263,1,9722.7246,8364,26453,65473,3,1,3,4,1,23071.5568,8364,116,152,10,13,0,0,0,7,0,0,10,22,26,0,0,0,2,205553,195748,510,0,231073,0,0,8429,140136,31209,185375,47,15,2,4,1,7781.9204,8364,8979,19800,3,1,3,4,1,7461.1678,8364,8995,19833,3,1,3,4,1,8378.3757,8364,18152,26334,3,1,3,4,ICTS 3E +ID Runtime,1,7461.1678,36100,0.0022506925207756235,1004
2956,2956,Unknown,140,140,85,980,1,2.5800000000000005e+59,0.05,99.67058824,210,2,93.93543000000001,91.95075,0.3055102,1,39388.6897,8475,80912,246332,2,1,2,3,0,300000.0,-2,163,222,14,1,0,0,0,162,0,0,0,2,72,0,0,0,2,1875699,1829450,6834,0,4534387,0,0,164535,1418854,233652,1690915,98,34,2,0,0,300000.0,-2,11578,29081,2,1,2,0,1,27237.8694,8475,11587,29090,2,1,2,3,1,28436.7141,8475,45985,63688,2,1,2,3,ICTS 3E +ID Runtime,1,27237.8694,19600,0.004564983888292159,14
4473,4473,Unknown,180,180,65,4860,0,2.71e+45,0.15,118.24615379999999,261,11,115.5869,116.4196,0.1815432,1,17401.6988,7688,18403,51874,2,1,2,2,0,300000.0,-2,157,228,9,6,0,0,0,61,0,0,4,24,58,0,0,0,3,1246529,1133315,20172,0,4297666,0,0,244334,810086,174240,1080082,97,22,3,1,0,300000.0,-2,8532,19804,2,1,2,1,1,15949.0389,7688,8534,19801,2,1,2,2,1,15906.6229,7688,13459,24752,2,1,2,2,EPEA*+ID Runtime,1,15906.6229,32400,0.002360203340595497,380
252,252,Unknown,60,60,85,720,0,2.5800000000000005e+59,0.2,40.69411765,96,7,40.76608,39.98796,0.4263889,1,26175.6129,3472,69873,200026,4,1,4,13,0,300000.0,-2,881,1055,10,10,0,0,0,52,0,0,23,103,68,0,0,0,6,594840,553265,20906,0,3015882,0,0,68292,279399,97917,506825,702,22,6,3,0,300000.0,-2,4053,8701,2,1,2,1,1,12279.7318,3472,4117,8852,4,1,4,13,1,14032.6104,3472,31750,31101,4,1,4,13,ICTS 3E +ID Runtime,1,12279.7318,3600,0.029513888888888888,106
4211,4211,Unknown,170,170,50,7225,2,8.88e+34,0.25,125.82,241,24,113.5773,114.8831,0.14820070000000002,1,3361.7955,6293,7246,15465,2,1,2,2,1,879.1349,6293,23,45,0,2,0,0,0,11,0,0,8,7,8,0,0,0,1,12327,12344,6,0,4773,0,0,678,9848,1785,11255,14,4,1,2,1,3369.9941,6293,6823,14171,2,1,2,2,1,3325.1629,6293,6825,14171,2,1,2,2,1,3289.3308,6293,7073,14416,2,1,2,2,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,879.1349,28900,0.002306805074971165,1354
2786,2786,Unknown,130,130,55,4225,2,2.780000000000001e+38,0.25,96.6,191,20,87.79091,85.02857,0.1934911,0,300000.0,-2,26651,71927,4,1,4,2,0,300000.0,-2,512,635,14,10,0,0,0,12,0,0,48,31,68,0,0,0,4,1068288,777392,4258,0,4241228,0,0,249927,651826,71342,753273,299,42,4,5,1,8943.4107,5320,5921,12164,5,1,5,7,1,13118.3264,5320,5940,12273,4,1,4,7,1,231950.7952,5320,267940,191150,4,1,4,7,Basic-CBS/(A*/SIC)+ID Runtime,1,8943.4107,16900,0.004339250493096647,825
1216,1216,Unknown,90,90,75,810,1,2.65e+52,0.1,58.4,123,2,58.59859,58.75509,0.35839509999999997,1,8275.6875,4382,8496,23444,2,1,2,2,1,23019.0202,4382,151,221,8,4,0,0,0,11,0,0,1,30,50,0,0,0,2,166699,179238,70,0,287386,0,0,3062,113269,37169,152916,101,22,2,2,0,300000.0,-2,5242,12778,2,1,2,1,1,7879.5622,4382,5245,12777,2,1,2,2,1,7997.7774,4382,6867,14389,2,1,2,2,ICTS 3E +ID Runtime,1,7879.5622,8100,0.0102880658436214,43
2420,2420,Unknown,120,120,40,3600,2,9.09e+27,0.25,85.3,181,2,77.08414,78.0183,0.17152779999999998,1,2362.3811,3416,5616,12439,2,1,2,4,1,40081.9812,3416,58,78,2,18,0,0,0,3,0,0,10,19,10,0,0,0,2,271905,112757,319,0,694688,0,0,185307,99933,5230,110361,21,1,2,4,1,2362.1135,3416,3487,7382,2,1,2,4,1,2279.7075,3416,3492,7386,2,1,2,4,1,2274.045,3416,4913,8495,2,1,2,4,EPEA*+ID Runtime,1,2274.045,14400,0.003703703703703704,718
1898,1898,Unknown,110,110,20,1210,2,95400000000000.0,0.1,74.0,126,12,68.54762,59.28095,0.11024790000000001,1,265.7907,1480,1492,3838,1,1,1,0,1,9.170900047,1480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,254.5042,1480,1492,3838,1,1,1,0,1,291.332,1480,1492,3838,1,1,1,0,1,257.4045,1480,1492,3838,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,9.170900047,12100,0.0018365472910927454,59
2232,2232,Unknown,120,120,70,720,0,8.47e+48,0.05,77.41428571,182,2,79.23541,77.49336,0.28513890000000003,1,6670.1239,5420,6509,18141,2,1,2,1,1,1771.5526,5420,30,45,4,4,0,0,0,9,0,0,1,7,14,0,0,0,2,15826,17714,80,0,14461,0,0,6729,13394,1757,15306,19,6,2,1,1,7197.9981,5420,5995,16140,2,1,2,1,1,4867.8522,5420,5930,16006,2,1,2,1,1,1736.4654,5420,6240,16334,2,1,2,1,EPEA*+ID Runtime,1,1736.4654,14400,0.005116959064327485,9
925,925,Unknown,80,80,15,1280,1,30517578125.0,0.2,56.73333333,129,22,47.2,43.76667,0.11359369999999999,1,212.4884,851,858,1903,1,1,1,0,1,28.23589998,851,2,4,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,269,430,0,0,13,0,0,10,259,94,269,2,0,1,0,1,212.3263,851,858,1903,1,1,1,0,1,206.8315,851,858,1903,1,1,1,0,1,189.9184,851,858,1903,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,28.23589998,6400,0.0029296875,166
5876,5876,Unknown,8,8,8,9,8,390625.0,0.140625,5.125,7,3,4.444445,3.638889,0.5,1,716.1414,45,15936,47961,6,1,6,4,1,72.7258,45,48,75,3,18,0,0,0,0,0,0,17,29,1,0,0,0,3,1835,1804,88,0,2422,0,0,420,833,48,1376,15,0,3,4,1,55.431999999999995,45,94,199,6,1,6,4,1,68.2487,45,217,1056,6,1,6,4,1,391.0754,45,3247,2486,6,1,6,4,Basic-CBS/(A*/SIC)+ID Runtime,1,55.431999999999995,64,0.14545454545454545,5
4296,4296,Unknown,180,180,25,0,0,2.98e+17,0.0,106.68,229,26,96.96616,97.97539,0.08021605,1,1221.7097,2667,2667,8026,1,1,1,0,1,20.391,2667,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,170,340,0,0,0,0,0,0,170,50,170,1,0,1,0,1,1229.0888,2667,2667,8026,1,1,1,0,1,1123.6909,2667,2667,8026,1,1,1,0,1,1183.7753,2667,2667,8026,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,20.391,32400,0.0007716049382716049,0
3074,3074,Unknown,140,140,25,3920,2,2.98e+17,0.2,96.96,237,9,90.85538000000001,83.36616,0.09913265,1,782.4689,2424,2427,5451,1,1,1,0,1,309.3398,2424,5,10,0,1,0,0,0,5,0,0,0,2,3,0,0,0,1,3109,3499,0,0,1212,0,0,922,2624,697,3079,4,2,1,0,1,831.9617,2424,2427,5451,1,1,1,0,1,828.8495,2424,2427,5451,1,1,1,0,1,806.2498,2424,2427,5451,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,309.3398,19600,0.0015943877551020409,543
77,77,Unknown,60,60,45,180,2,2.84e+31,0.05,43.28888889,86,7,38.14686,39.14203,0.3936111,1,1143.0272,1948,2043,5576,1,1,1,0,1,208.2686,1948,9,17,0,2,0,0,0,9,0,0,0,2,7,0,0,0,1,1452,1960,2,0,725,0,0,551,1312,350,1452,8,4,1,0,1,1070.9901,1948,2043,5576,1,1,1,0,1,1029.8095,1948,2043,5576,1,1,1,0,1,1064.6858,1948,2043,5576,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,208.2686,3600,0.013157894736842105,3
4784,4784,Unknown,190,190,70,3610,2,8.47e+48,0.1,110.81428570000001,350,25,120.3328,119.2056,0.17559560000000002,1,3510.2146,7757,8280,20854,1,1,1,0,1,245.1681,7757,5,11,0,0,0,0,0,5,0,0,0,0,5,0,0,0,1,8093,8938,6,0,5541,0,0,1987,7337,1118,8093,5,3,1,0,1,3624.1616,7757,8280,20854,1,1,1,0,1,3570.114,7757,8280,20854,1,1,1,0,1,3496.6848,7757,8280,20854,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,245.1681,36100,0.0021545090797168358,172
5748,5748,Unknown,8,8,4,6,0,625.0,0.09375,4.75,7,3,3.3,2.4,0.25,1,0.5288,19,19,55,1,1,1,0,1,0.2822,19,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,9,14,0,0,0,0,0,0,8,1,9,0,0,1,0,1,0.3969,19,19,55,1,1,1,0,1,0.5159,19,19,55,1,1,1,0,1,3.4929,19,19,55,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,0.2822,64,0.06896551724137931,1
5310,5310,Unknown,200,200,15,12000,0,30517578125.0,0.3,134.33333330000002,260,26,141.0167,127.0833,0.0466,1,157.2753,2017,2630,5618,2,1,2,2,1,18.46100003,2017,2,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,553,396,0,0,231,0,0,295,357,23,375,2,0,1,2,1,180.644,2017,2017,4082,2,1,2,2,1,171.1682,2017,2020,4086,2,1,2,2,1,190.773,2017,2423,4401,2,1,2,2,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,18.46100003,40000,0.0005357142857142856,3174
3540,3540,Unknown,150,150,40,6750,0,9.09e+27,0.3,98.425,234,0,98.62074,96.74268000000001,0.1227111,0,300000.0,-2,133841,358724,5,1,5,4,0,300000.0,-2,282,329,24,20,0,0,0,34,0,0,38,32,11,0,0,0,4,1083508,803852,3401,0,3671535,0,0,38973,700024,70996,790251,76,10,4,6,1,109764.2551,3948,4958,9386,6,1,6,11,0,300000.0,-2,4335,8423,5,1,5,4,0,300000.0,-2,50143,41564,5,1,5,4,Basic-CBS/(A*/SIC)+ID Runtime,1,109764.2551,22500,0.0025396825396825397,1903
1702,1702,Unknown,100,100,35,2500,1,2.91e+24,0.25,71.97142857,138,16,67.69841,69.00317,0.1763,1,17606.5371,2527,66241,167525,3,1,3,8,0,300000.0,-2,378,491,2,10,0,0,0,111,0,0,20,20,85,0,0,0,4,1055582,869651,6310,0,4102378,0,0,136514,554942,109312,813442,205,45,4,3,1,2113.9974,2527,3431,6745,3,1,3,8,1,2426.0186,2527,3452,6797,3,1,3,8,1,5777.1532,2527,30523,26437,3,1,3,8,Basic-CBS/(A*/SIC)+ID Runtime,1,2113.9974,10000,0.004666666666666667,544
3048,3048,Unknown,140,140,70,2940,0,8.47e+48,0.15,94.67142857,213,23,94.25594,89.80483000000002,0.2420408,1,64506.7137,6632,123718,293831,3,1,3,5,0,300000.0,-2,484,598,3,40,0,0,0,466,0,0,6,89,62,0,0,0,3,2108184,2134137,4750,0,3420191,0,0,35606,1532996,387304,2066796,420,19,3,1,1,27210.7884,6632,7782,17775,5,1,5,5,1,26040.0547,6632,7686,17606,3,1,3,5,1,45746.2176,6632,73400,61643,3,1,3,5,ICTS 3E +ID Runtime,1,26040.0547,19600,0.004201680672268907,225
2511,2511,Unknown,130,130,25,0,0,2.98e+17,0.0,84.48,179,13,71.87077,81.09538,0.11792899999999999,1,711.8623,2112,2112,6351,1,1,1,0,1,47.52320001,2112,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,832,1068,1,0,596,0,0,622,802,160,832,0,0,1,0,1,789.3085,2112,2112,6351,1,1,1,0,1,709.4725,2112,2112,6351,1,1,1,0,1,761.0173,2112,2112,6351,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,47.52320001,16900,0.0014792899408284025,0
4191,4191,Unknown,170,170,20,7225,0,95400000000000.0,0.25,114.9,224,26,99.6,109.4667,0.06640138,1,423.1162,2300,2721,6025,2,1,2,2,1,139.846,2300,5,11,0,0,0,0,0,2,0,0,3,1,1,0,0,0,1,1783,1803,0,0,608,0,0,210,1392,309,1582,2,0,1,2,1,617.2265,2300,2314,4891,2,1,2,2,1,433.75699999999995,2300,2316,4891,2,1,2,2,1,445.5609,2300,2567,5134,2,1,2,2,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,139.846,28900,0.000922722029988466,1447
876,876,Unknown,80,80,20,960,0,95400000000000.0,0.15,47.65,94,4,48.133340000000004,50.83333,0.1239062,1,1601.3693,955,13313,26249,2,1,2,2,1,244.9647,955,6,8,0,5,0,0,0,0,0,0,0,5,1,0,0,0,1,5534,3599,12,0,4478,0,0,1628,3170,170,3510,3,0,1,2,1,245.1986,955,1157,2667,2,1,2,2,1,3118.2782,955,1162,2675,2,1,2,2,1,841.9152,955,9342,8783,2,1,2,2,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,244.9647,6400,0.0036764705882352936,77
1545,1545,Unknown,100,100,30,1000,0,9.31e+20,0.1,66.83333333,112,8,53.56344,64.64086,0.1679,1,391.0,2005,2026,5171,1,1,1,0,1,145.4266,2005,4,9,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1,1521,1928,0,0,728,0,0,402,1364,342,1521,5,1,1,0,1,432.6398,2005,2026,5171,1,1,1,0,1,405.1187,2005,2026,5171,1,1,1,0,1,421.2474,2005,2026,5171,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,145.4266,10000,0.0033333333333333327,41
1481,1481,Unknown,100,100,5,500,2,3125.0,0.05,74.4,166,34,57.46666999999999,36.133340000000004,0.0377,1,27.99939999,372,372,1035,1,1,1,0,1,8.158500016,372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,46.41460001,372,372,1035,1,1,1,0,1,37.69420001,372,372,1035,1,1,1,0,1,47.7746,372,372,1035,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,8.158500016,10000,0.0005263157894736842,6
5808,5808,Unknown,8,8,10,6,0,9765625.0,0.09375,4.6,10,1,4.163636,3.836364,0.546875,1,14.4584,48,551,1918,4,1,4,2,1,9.6156,48,13,17,0,11,0,0,0,8,0,0,1,12,1,0,0,0,1,273,269,18,0,124,0,0,27,139,14,223,9,0,1,2,1,13.7087,48,64,158,3,1,3,2,1,7.9975,48,76,189,3,1,3,2,1,6.3552,48,161,253,3,1,3,2,EPEA*+ID Runtime,1,6.3552,64,0.1724137931034483,4
4725,4725,Unknown,190,190,60,1805,0,8.670000000000001e+41,0.05,121.25,266,11,125.9607,116.3481,0.1785596,1,12167.5838,7275,7417,20450,1,1,1,0,1,542.3938,7275,10,17,0,4,0,0,0,10,0,0,0,4,6,0,0,0,1,5523,7629,3,0,2772,0,0,749,5172,1184,5523,9,4,1,0,1,11969.9972,7275,7417,20450,1,1,1,0,1,12007.6224,7275,7417,20450,1,1,1,0,1,12638.9245,7275,7417,20450,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,542.3938,36100,0.0017495261699956262,26
2459,2459,Unknown,120,120,20,4320,2,95400000000000.0,0.3,89.4,166,0,72.39524,73.17619,0.09965277,1,11737.0306,1799,48340,64347,2,1,2,11,1,42312.5094,1799,13,15,0,10,0,0,0,0,0,0,0,10,1,0,0,0,2,344689,117242,96,0,961337,0,0,136658,110734,2340,116483,0,0,2,11,1,2052.5204,1799,1804,3625,2,1,2,11,1,44153.4165,1799,1871,3766,2,1,2,11,1,14180.1416,1799,79835,26896,2,1,2,11,Basic-CBS/(A*/SIC)+ID Runtime,1,2052.5204,14400,0.001984126984126984,1268
1407,1407,Unknown,90,90,55,2430,0,2.780000000000001e+38,0.3,66.6,152,0,61.530519999999996,55.14481,0.2274074,1,11099.1225,3675,31006,72828,3,1,3,12,0,300000.0,-2,927,1086,16,10,0,0,0,270,0,0,40,73,72,0,0,0,6,1393472,1130065,12470,0,3489333,0,0,51510,686955,185682,1074934,601,10,6,5,1,16513.79,3675,5549,10597,13,1,13,12,1,2496.9606,3675,4442,8487,3,1,3,12,1,2389.5737,3675,23602,20020,3,1,3,12,EPEA*+ID Runtime,1,2389.5737,8100,0.009700176366843031,677
3838,3838,Unknown,160,160,25,6400,1,2.98e+17,0.25,108.4,186,15,100.7877,103.1815,0.09292969,1,193.5573,2710,2721,5746,1,1,1,0,1,42.933,2710,3,6,0,1,0,0,0,3,0,0,0,2,1,0,0,0,1,2172,2302,0,0,818,0,0,1149,1837,383,2160,2,1,1,0,1,212.0377,2710,2721,5746,1,1,1,0,1,209.7089,2710,2721,5746,1,1,1,0,1,214.0739,2710,2721,5746,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,42.933,25600,0.0013020833333333333,1260
2928,2928,Unknown,140,140,40,980,0,9.09e+27,0.05,99.3,215,14,82.12195,87.20244,0.172602,1,3432.9904,3972,4153,11314,1,1,1,0,1,486.6639,3972,7,12,0,3,0,0,0,7,0,0,0,3,4,0,0,0,1,5637,6567,10,0,3897,0,0,1234,5171,729,5637,7,3,1,0,1,3422.2074,3972,4153,11314,1,1,1,0,1,3399.9393,3972,4153,11314,1,1,1,0,1,3586.3959,3972,4153,11314,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,486.6639,19600,0.0021482277121374865,15
2330,2330,Unknown,120,120,60,2160,2,8.670000000000001e+41,0.15,82.56666667,191,10,76.69946,77.45683000000002,0.230625,1,6162.307,4954,5120,12252,1,1,1,0,1,680.8689,4954,11,20,0,3,0,0,0,11,0,0,0,5,6,0,0,0,1,9741,10685,19,0,5383,0,0,2227,8408,1598,9683,10,4,1,0,1,6249.3757,4954,5120,12252,1,1,1,0,1,6520.5966,4954,5120,12252,1,1,1,0,1,6266.4266,4954,5120,12252,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,680.8689,14400,0.004901960784313725,190
2680,2680,Unknown,130,130,50,2535,1,8.88e+34,0.15,86.56,180,19,90.79216,81.62353,0.1966864,1,5364.0737,4331,12756,34646,3,1,3,3,0,300000.0,-2,146,189,0,21,0,0,0,1,0,0,3,31,30,0,0,0,2,1476133,599882,2942,0,4605687,0,0,1183003,520515,36230,581108,96,32,2,3,1,6804.2734,4331,4415,10540,3,1,3,3,1,6127.9558,4331,4418,10540,3,1,3,3,1,5570.0962,4331,9252,14190,3,1,3,3,A*+OD+ID Runtime,1,5364.0737,16900,0.003480682213713888,194
4621,4621,Unknown,180,180,55,9720,1,2.780000000000001e+38,0.3,125.2181818,266,0,113.1396,123.07600000000001,0.13527779999999998,1,33342.668,6898,77308,180161,3,1,3,11,0,300000.0,-2,666,799,22,0,0,0,0,207,0,0,50,68,37,0,0,0,4,1415266,1090017,9866,0,5885667,0,0,223409,714077,157903,1019062,378,23,4,6,1,44296.9319,6898,8164,15898,8,1,8,11,1,11345.8412,6898,7782,15119,3,1,3,11,1,13573.7004,6898,44992,39559,3,1,3,11,ICTS 3E +ID Runtime,1,11345.8412,32400,0.002425044091710759,2545
2418,2418,Unknown,120,120,40,3600,0,9.09e+27,0.25,87.0,190,25,79.57561,83.10488000000002,0.1675,1,2770.9921,3485,5299,11814,2,1,2,5,0,300000.0,-2,413,482,6,31,0,0,0,1,0,0,25,63,18,0,0,0,3,1214562,512669,2616,0,3234492,0,0,926985,439926,34725,494047,295,15,3,5,1,3330.947,3485,4005,8135,3,1,3,5,1,2919.3153,3485,4011,8136,2,1,2,5,1,2777.6672,3485,4879,8831,2,1,2,5,A*+OD+ID Runtime,1,2770.9921,14400,0.003703703703703704,708
2638,2638,Unknown,130,130,65,1690,1,2.71e+45,0.1,83.61538462,189,6,77.88998000000002,89.61119000000002,0.2520118,1,6701.8543,5435,5782,14554,1,1,1,0,1,515.361,5435,9,17,0,2,0,0,0,9,0,0,0,2,7,0,0,0,1,3795,4914,1,0,1827,0,0,968,3442,876,3795,8,2,1,0,1,5830.0505,5435,5782,14554,1,1,1,0,1,5697.9541,5435,5782,14554,1,1,1,0,1,5733.4278,5435,5782,14554,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,515.361,16900,0.004273504273504274,70
3714,3714,Unknown,160,160,75,2560,0,2.65e+52,0.1,111.46666670000002,214,11,100.7909,101.6084,0.22835940000000002,1,14019.2595,8360,10676,25338,1,1,1,0,1,984.2652,8360,22,36,0,9,0,0,0,22,0,0,0,10,12,0,0,0,1,14245,17206,9,0,7746,0,0,3348,12794,2769,14126,21,9,1,0,1,14004.9678,8360,10676,25338,1,1,1,0,1,14061.5953,8360,10676,25338,1,1,1,0,1,14097.0648,8360,10676,25338,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,984.2652,25600,0.0032552083333333326,120
