A*+OD+ID Runtime,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,Basic-CBS/(A*/SIC)+ID Runtime,ICTS 3E +ID Runtime,EPEA*+ID Runtime,Y Runtime,GridSize,NumOfObstacles,AvgDistanceToGoal,MaxDistanceToGoal,MinDistanceToGoal,AvgStartDistances,AvgGoalDistances,NumOfAgents,ObstacleDensity,PointsAtSPRatio,Sparsity,bridges
1704.1055,51704.7938,300000.0,1742.6499,1390.0111,1390.0111,10000,500,70.425,131,30,65.66341,64.64756,40,0.05,0.235,0.0042105263157894745,10
1171.0287,45.01540002,1186.8006,1197.9846,1192.5209,45.01540002,10000,500,57.975,163,6,72.85976,62.89024000000001,40,0.05,0.2091,0.0042105263157894745,9
841.4149,272.3859,875.0592,866.3483,868.4129,272.3859,10000,500,64.875,123,7,62.30732,63.123169999999995,40,0.05,0.217,0.0042105263157894745,16
1263.3695,152.9811,1179.4289999999999,1177.9389,1198.5713,152.9811,10000,500,70.82222222,152,18,59.71208000000001,69.70821,45,0.05,0.2515,0.004736842105263158,4
1611.4612,307.6804,1577.5789,1610.3887,1572.5037,307.6804,10000,500,60.68888889,117,7,63.198069999999994,62.43865,45,0.05,0.2239,0.004736842105263158,8
1651.4496,300000.0,300000.0,1505.5708,1384.3531,1384.3531,10000,500,64.46666667,146,9,66.62222,65.80483000000001,45,0.05,0.2437,0.004736842105263158,7
1505.3896,392.8318,1468.9397,1473.1311,1497.2824,392.8318,10000,500,66.88,156,10,60.98902,64.27216,50,0.05,0.2744,0.005263157894736842,11
2582.5914,300000.0,2384.2406,2531.1381,2438.6527,2384.2406,10000,500,75.34,146,7,64.28784,69.04471,50,0.05,0.2962,0.005263157894736842,7
2576.1055,252.3927,2465.9493,2437.0257,2503.2434,252.3927,10000,500,60.92,127,4,58.98039,60.76235,50,0.05,0.2431,0.005263157894736842,9
2843.3626,2037.5978,300000.0,2753.6012,2700.9159999999997,2037.5978,10000,500,60.87272727,142,15,59.87922,60.26493000000001,55,0.05,0.267,0.005789473684210528,12
4180.1598,613.1255,4127.5448,4095.7146,4141.6722,613.1255,10000,500,70.49090909,167,6,68.61298000000001,63.82468000000001,55,0.05,0.2807,0.005789473684210528,11
3248.3379,4684.3952,300000.0,3169.9884,3074.7087,3074.7087,10000,500,64.67272727,163,8,65.28442,66.4052,55,0.05,0.2794,0.005789473684210528,6
5311.0258,1044.3899,5558.6599,5430.4044,5300.0693,1044.3899,10000,500,70.15,145,6,65.23006,65.52568000000001,60,0.05,0.3002,0.00631578947368421,8
5776.4166,563.7165,5642.5722,5740.86,5750.4609999999975,563.7165,10000,500,68.0,164,10,64.32021999999999,68.73333000000001,60,0.05,0.316,0.00631578947368421,8
8077.0516,300000.0,300000.0,6467.7811,5568.1268,5568.1268,10000,500,68.41666667,133,6,63.87159000000001,67.46995,60,0.05,0.315,0.00631578947368421,14
7814.579000000002,598.7539,7848.3503,8139.2308,7787.7153,598.7539,10000,500,73.2,161,9,64.61073,66.29464,65,0.05,0.3535,0.006842105263157895,7
1748.9338,214.4839,1739.244,1750.4365,1734.2319,214.4839,10000,500,68.4,159,12,60.22191,62.21725,65,0.05,0.3264,0.006842105263157895,13
1925.2547,300000.0,6624.4732,7102.6644,6668.9624,1925.2547,10000,500,64.09230769,134,9,61.89836999999999,63.87226,65,0.05,0.3071,0.006842105263157895,4
17213.9644,300000.0,300000.0,10018.0073,10691.5044,10018.0073,10000,500,71.31428571,155,10,69.22896999999999,63.85915,70,0.05,0.3447,0.00736842105263158,14
7419.3437,806.2516,7169.0851,7152.3838,7335.1752,806.2516,10000,500,66.02857143,159,6,62.63179,58.99799,70,0.05,0.332,0.00736842105263158,9
10432.2854,300000.0,300000.0,10566.5763,10108.6397,10108.6397,10000,500,69.67142857,151,9,65.8994,64.37465,70,0.05,0.3548,0.00736842105263158,2
8056.9205,18380.8348,300000.0,8348.3975,7988.6291,7988.6291,10000,500,68.21333333,149,7,65.21123,66.6414,75,0.05,0.3615,0.007894736842105262,5
16146.9213,300000.0,300000.0,9853.5461,10746.2408,9853.5461,10000,500,69.72,156,14,61.087019999999995,67.53754,75,0.05,0.3670000000000001,0.007894736842105262,5
7524.2092,300000.0,7698.1972,7485.8155,6906.8757,6906.8757,10000,500,67.14666667,155,6,65.87649,63.8779,75,0.05,0.3452,0.007894736842105262,6
11499.1688,23525.7807,11562.4867,11528.8335,11500.3158,11499.1688,10000,500,69.1625,158,2,64.44815,65.02190999999999,80,0.05,0.3512,0.008421052631578947,3
59089.667,300000.0,300000.0,15359.8665,25599.624,15359.8665,10000,500,67.975,160,5,66.575,66.95031,80,0.05,0.3785,0.008421052631578947,13
38140.0994,300000.0,300000.0,12604.2679,18619.2888,12604.2679,10000,500,71.1875,166,9,65.7466,64.65186,80,0.05,0.4026,0.008421052631578947,2
20768.1639,1060.0515,21999.037,16456.7976,16011.146999999999,1060.0515,10000,500,71.18823529,156,3,65.50479,67.53652,85,0.05,0.3981,0.008947368421052631,8
9027.0675,1611.01,8824.7753,8728.8415,8792.595,1611.01,10000,500,63.49411765,132,2,65.31436,63.77073000000001,85,0.05,0.3598,0.008947368421052631,12
250874.0789,300000.0,300000.0,300000.0,99354.1218,99354.1218,10000,500,71.95294118,179,6,68.37536999999999,63.97319,85,0.05,0.4059,0.008947368421052631,7
17.3251,1.220699996,14.95899999,8.954400003,17.7322,1.220699996,10000,1000,38.2,79,8,47.73333,32.133340000000004,5,0.1,0.0196,0.0005555555555555557,31
17.0724,1.051200002,17.59380001,10.90829998,10.86539999,1.051200002,10000,1000,44.8,66,24,45.866659999999996,38.133340000000004,5,0.1,0.0227,0.0005555555555555557,59
26.7746,28.54449999,34.77789998,36.26430002,28.50310001,26.7746,10000,1000,86.8,112,60,52.93333000000001,57.6,5,0.1,0.0394,0.0005555555555555557,40
84.28759998,18.73159999,86.4307,117.5851,78.7895,18.73159999,10000,1000,58.8,156,19,38.90909,54.03637,10,0.1,0.0569,0.0011111111111111113,42
84.45430002,8.909399986,100.2644,118.4698,100.9595,8.909399986,10000,1000,59.5,157,15,63.181819999999995,47.2,10,0.1,0.0591,0.0011111111111111113,37
101.5041,2.038100004,120.0446,108.3291,108.4669,2.038100004,10000,1000,79.9,148,22,54.363640000000004,54.345459999999996,10,0.1,0.078,0.0011111111111111113,54
137.3007,34.8935,139.2303,145.8769,140.988,34.8935,10000,1000,54.2,91,7,53.28333000000001,53.85,15,0.1,0.0704,0.0016666666666666668,31
181.9271,26.01930001,182.5157,199.59400000000002,182.61900000000003,26.01930001,10000,1000,72.33333333,137,24,54.93333000000001,56.866659999999996,15,0.1,0.1003,0.0016666666666666668,48
191.2806,36.49349999,180.2421,267.9544,174.199,36.49349999,10000,1000,66.86666667,143,3,71.38333,58.133340000000004,15,0.1,0.0832,0.0016666666666666668,43
2339.6292,27427.9777,300000.0,695.2778,875.6813,695.2778,10000,1000,56.7,99,16,48.39524,56.15714000000001,20,0.1,0.1013,0.0022222222222222227,39
218.4338,170.044,231.1952,227.2784,232.995,170.044,10000,1000,54.5,111,8,58.45238000000001,61.8619,20,0.1,0.0961,0.0022222222222222227,43
512.5544,300000.0,300000.0,412.1729,378.0394,378.0394,10000,1000,75.0,138,20,60.72381,63.342859999999995,20,0.1,0.1264,0.0022222222222222227,48
278.3126,273.1339,299.6823,309.8877,294.0185,273.1339,10000,1000,60.4,117,9,56.073840000000004,64.83077,25,0.1,0.1245,0.0027777777777777783,49
628.395,133.4538,641.0626,628.05,606.1586,133.4538,10000,1000,67.28,187,16,59.77231,66.32,25,0.1,0.1509,0.0027777777777777783,45
532.4864,146.0075,558.2062,559.8145,584.8086,146.0075,10000,1000,68.12,166,12,60.06154,59.74769000000001,25,0.1,0.1556,0.0027777777777777783,55
391.0,145.4266,432.6398,405.1187,421.2474,145.4266,10000,1000,66.83333333,112,8,53.56344,64.64086,30,0.1,0.1679,0.0033333333333333327,41
513.626,228.4964,564.4457,541.8538,550.6068,228.4964,10000,1000,70.36666667,141,14,64.79355,60.20215,30,0.1,0.1719,0.0033333333333333327,48
678.4709,182.2835,789.1235,738.6982,676.1408,182.2835,10000,1000,66.5,114,25,63.39785,60.045159999999996,30,0.1,0.1677,0.0033333333333333327,53
1103.1975,123.945,1078.8884,1076.9313,1065.4806,123.945,10000,1000,67.57142857,154,15,63.55238000000001,62.81905,35,0.1,0.1779,0.003888888888888889,52
815.8276,118.2747,754.7935,807.9061,906.1364,118.2747,10000,1000,61.4,108,8,60.97778,65.03492,35,0.1,0.1754,0.003888888888888889,39
1043.9594,15625.0937,300000.0,837.8721,876.2869999999997,837.8721,10000,1000,60.17142857,142,5,62.20316999999999,60.40951999999999,35,0.1,0.1759,0.003888888888888889,40
1805.3173,327.3993,1776.1929,1921.7856,1703.9526,327.3993,10000,1000,67.025,165,15,60.551219999999994,63.74756,40,0.1,0.2073,0.004444444444444445,54
824.2792,497.7829,863.2938,910.2401,863.6089,497.7829,10000,1000,63.85,131,8,65.50244,70.49512,40,0.1,0.2081,0.004444444444444445,46
4141.7554,606.7982,3704.8576,3745.8714,3739.2489,606.7982,10000,1000,77.25,172,9,64.81951,69.52683,40,0.1,0.2286,0.004444444444444445,47
16465.4489,300000.0,2588.4337,3364.2672,7455.4916,2588.4337,10000,1000,74.51111111,163,17,70.61835,63.19034,45,0.1,0.2632,0.005,43
1056.5836,145.5309,1000.4872,991.3841,1015.2629,145.5309,10000,1000,57.82222222,119,9,64.56618,58.25121,45,0.1,0.2086,0.005,47
1110.6285,162.7803,1128.4652,1052.5369,1081.0128,162.7803,10000,1000,66.6,139,13,64.42126,65.48212,45,0.1,0.22699999999999998,0.005,37
5066.3659,681.9169,4592.9806,4858.8376,4715.662,681.9169,10000,1000,67.3,131,7,62.55059,63.77333,50,0.1,0.2488,0.005555555555555557,66
2539.151,14124.7024,2998.7922,1882.9172,1927.5192,1882.9172,10000,1000,72.96,157,15,67.13412,68.06118000000001,50,0.1,0.2661,0.005555555555555557,38
4593.8984,300000.0,4788.4689,4686.7804,4555.9093,4555.9093,10000,1000,71.34,164,10,62.23373,66.65334,50,0.1,0.2584,0.005555555555555557,60
4160.1847,411.51099999999997,4018.9728,4213.6958,4087.1966,411.51099999999997,10000,1000,65.30909091,128,8,60.76624,61.935069999999996,55,0.1,0.2673,0.0061111111111111106,41
61006.0853,300000.0,300000.0,233570.389,14244.292,14244.292,10000,1000,67.01818182,127,8,65.12857,64.82597,55,0.1,0.2639,0.0061111111111111106,42
6672.2736,300000.0,6931.8979,11632.2596,5270.6741,5270.6741,10000,1000,68.92727273,152,16,62.787009999999995,64.09091,55,0.1,0.2648,0.0061111111111111106,42
10730.0365,300000.0,4689.6547,5332.1179,6311.0329,4689.6547,10000,1000,71.85,140,10,66.55082,62.65738,60,0.1,0.3037,0.006666666666666667,49
3511.0038,603.6019,3834.8047,3502.7691,3501.1643,603.6019,10000,1000,67.33333333,173,4,69.76885,60.56995,60,0.1,0.2941,0.006666666666666667,36
4873.0552,167564.314,5052.0513,4967.2029,5013.0723,4873.0552,10000,1000,64.38333333,133,0,61.86175,64.69891,60,0.1,0.265,0.006666666666666667,56
7808.549,300000.0,300000.0,6629.22,7082.9635,6629.22,10000,1000,72.56923077,152,9,70.01398,65.85641,65,0.1,0.3159,0.007222222222222222,58
75696.1532,300000.0,6102.1273,12082.8689,11853.2152,6102.1273,10000,1000,65.2,169,3,64.08112,67.49091,65,0.1,0.3037,0.007222222222222222,39
15488.9879,300000.0,300000.0,48370.5071,9190.1342,9190.1342,10000,1000,66.78461538,173,14,63.15338000000001,63.52261,65,0.1,0.2873,0.007222222222222222,44
7686.8398,992.1412,7694.9668,7633.2126,7744.0429,992.1412,10000,1000,64.4,153,3,60.39235,65.63662,70,0.1,0.3124,0.007777777777777778,45
9294.0626,771.8534,9507.9242,9482.2207,9569.5633,771.8534,10000,1000,67.17142857,144,4,64.73843000000001,58.055930000000004,70,0.1,0.3189,0.007777777777777778,54
6026.5866,300000.0,6295.6598,5961.6066,6011.5124,5961.6066,10000,1000,65.02857143,154,15,63.98471,66.00724,70,0.1,0.315,0.007777777777777778,40
6552.2136,300000.0,6018.6418,6059.7097,5984.5566,5984.5566,10000,1000,65.32,140,13,69.0379,67.46876999999999,75,0.1,0.3234,0.008333333333333333,47
10104.4185,300000.0,300000.0,10296.788,7799.3061,7799.3061,10000,1000,60.24,131,4,63.17333000000001,62.04,75,0.1,0.3094,0.008333333333333333,41
20992.3963,30880.1679,300000.0,16694.7912,18164.337,16694.7912,10000,1000,75.61333333,166,18,64.93263,67.56841999999999,75,0.1,0.3536,0.008333333333333333,44
10035.683,300000.0,10927.3869,11305.6411,9527.414,9527.414,10000,1000,68.7875,160,5,69.49908,67.03765,80,0.1,0.3584,0.008888888888888889,46
10205.9707,1099.5852,24119.5758,10335.5552,10167.7654,1099.5852,10000,1000,64.9125,133,8,65.69198,62.899069999999995,80,0.1,0.3398,0.008888888888888889,46
300000.0,300000.0,41314.0071,234864.3184,300000.0,41314.0071,10000,1000,67.85,151,5,66.51913,65.87469,80,0.1,0.3509,0.008888888888888889,48
3030.6814,300000.0,15240.856000000002,11187.7312,11537.7843,3030.6814,10000,1000,64.49411765,130,1,64.36607,67.08837,85,0.1,0.33799999999999997,0.009444444444444445,39
13166.7986,920.0927,12611.5241,12698.976,13115.6264,920.0927,10000,1000,56.64705882,151,5,61.186319999999995,66.10725,85,0.1,0.3353,0.009444444444444445,37
17234.4924,1506.8708,17409.33,16823.4974,17301.881999999998,1506.8708,10000,1000,69.89411765,160,7,63.34226999999999,67.24815,85,0.1,0.354,0.009444444444444445,45
36.84399998,1.404899985,21.9368,27.5826,24.07099998,1.404899985,10000,1500,69.2,123,39,52.0,41.73333,5,0.15,0.033,0.000588235294117647,130
19.4337,1.191599995,13.66759998,13.05700001,19.24690002,1.191599995,10000,1500,51.2,133,14,20.26667,31.6,5,0.15,0.0258,0.000588235294117647,130
99.87379998,402.3139,183390.325,82.20290002,65.4849,65.4849,10000,1500,67.6,96,37,45.06667,33.73333,5,0.15,0.0338,0.000588235294117647,151
92.09129998,1.559899986,101.2529,94.10749999,102.1213,1.559899986,10000,1500,66.4,108,14,52.272729999999996,60.38182,10,0.15,0.066,0.001176470588235294,132
73.16620001,1.6044000090000001,97.2432,66.4276,71.53219998,1.6044000090000001,10000,1500,75.5,120,44,54.690909999999995,52.67273,10,0.15,0.0671,0.001176470588235294,136
45.54450002,1.619100004,66.50580001,57.23980001,47.78410003,1.619100004,10000,1500,53.7,89,29,55.41818000000001,58.49091,10,0.15,0.0538,0.001176470588235294,140
91.15550002,44.25220001,117.5289,92.25639999,114.4887,44.25220001,10000,1500,54.33333333,101,23,53.35,56.48333,15,0.15,0.0774,0.0017647058823529415,102
158.5503,79.43279999,174.2739,184.4437,186.4074,79.43279999,10000,1500,80.06666667,133,6,65.25,61.116659999999996,15,0.15,0.1108,0.0017647058823529415,147
111.2546,2.009600013,131.5119,143.2771,132.9555,2.009600013,10000,1500,66.13333333,103,30,51.08333,51.05,15,0.15,0.0856,0.0017647058823529415,144
372.7176,163.4813,347.6013,325.4473,364.1545,163.4813,10000,1500,67.4,116,25,57.41905,63.48571,20,0.15,0.1114,0.002352941176470588,114
284.6658,257.6842,299.1638,303.8062,288.7943,257.6842,10000,1500,66.85,168,16,62.628569999999996,65.21429,20,0.15,0.1092,0.002352941176470588,145
232.264,19.66120002,305.3538,256.6105,270.6844,19.66120002,10000,1500,60.6,124,6,64.54762,65.7,20,0.15,0.1021,0.002352941176470588,127
539.3145,326.2855,500.8231,474.3303,526.1418,326.2855,10000,1500,74.64,148,9,57.87692,62.93538,25,0.15,0.1442,0.002941176470588236,130
375.2997,153.2438,378.6914,434.9787,369.5125,153.2438,10000,1500,74.08,133,12,62.63385,67.98769,25,0.15,0.1495,0.002941176470588236,116
481.3129,149.2345,590.0433,490.44699999999995,480.6466,149.2345,10000,1500,61.08,151,17,60.21539,58.89846,25,0.15,0.1218,0.002941176470588236,113
22618.4586,300000.0,14543.383,67677.5587,8306.4526,8306.4526,10000,1500,68.13333333,144,19,70.63226,64.06451,30,0.15,0.1682,0.003529411764705883,133
388.9584,132.6629,401.6391,370.6342,410.1584,132.6629,10000,1500,52.43333333,127,7,57.96774,57.50108,30,0.15,0.1339,0.003529411764705883,130
888.0695,3396.4805,300000.0,683.3451,655.1111,655.1111,10000,1500,64.3,144,13,60.94839,57.28601999999999,30,0.15,0.1587,0.003529411764705883,152
908.6455,379.5009,904.6345,888.7205,895.4705,379.5009,10000,1500,60.11428571,134,3,62.88889,55.35873,35,0.15,0.1632,0.00411764705882353,121
672.4716,163.2721,670.7306,642.41,674.8048,163.2721,10000,1500,60.37142857,121,9,62.50476,62.3873,35,0.15,0.1727,0.00411764705882353,126
1868.3088,2320.077,1064.987,1098.1861,1283.7328,1064.987,10000,1500,63.62857143,139,8,66.37143,63.50476,35,0.15,0.1762,0.00411764705882353,116
4586.395,300000.0,3248.5307,3444.4374,4317.8672,3248.5307,10000,1500,74.6,140,5,66.73415,66.83171,40,0.15,0.2384,0.004705882352941176,137
924.5514,520.686,954.3489999999999,913.1375,915.6286,520.686,10000,1500,70.475,132,8,57.29634,61.141459999999995,40,0.15,0.1982,0.004705882352941176,107
962.7652,1941.7657,300000.0,1348.2215,902.068,902.068,10000,1500,65.55,128,13,62.3061,68.26463000000001,40,0.15,0.1973,0.004705882352941176,143
23641.7541,300000.0,2607.0759,15615.666000000001,8842.7519,2607.0759,10000,1500,54.91111111,139,3,65.48019000000001,63.56715,45,0.15,0.1877,0.0052941176470588215,147
1354.0579,618.092,1344.6057,1314.0983,1353.2672,618.092,10000,1500,72.48888889,163,12,58.5314,67.1285,45,0.15,0.2328,0.0052941176470588215,116
12003.8,19902.8426,2061.8616,4899.9781,3898.2828,2061.8616,10000,1500,65.84444444,139,4,62.04251,64.46184000000001,45,0.15,0.2209,0.0052941176470588215,133
3253.0904,34123.2751,3412.3177,2287.0076,2660.5433,2287.0076,10000,1500,64.34,142,7,68.41333,59.109019999999994,50,0.15,0.2375,0.005882352941176471,113
2165.5774,10861.1535,2037.4803,2119.9583,2052.7784,2037.4803,10000,1500,64.32,155,5,70.78353,70.09333000000001,50,0.15,0.23199999999999998,0.005882352941176471,101
3081.7091,2601.6527,4075.5898,3006.6551,2981.105,2601.6527,10000,1500,75.18,141,9,68.04706,63.49569,50,0.15,0.2617,0.005882352941176471,130
3577.0034,646.4677,3496.0221,3520.7052,3767.4999,646.4677,10000,1500,63.32727273,117,9,60.0987,61.82468000000001,55,0.15,0.2527,0.006470588235294118,131
3724.1578,613.0937,3558.2731,3672.1455,3627.7344,613.0937,10000,1500,73.52727273,163,15,65.28312,66.02208,55,0.15,0.2709,0.006470588235294118,135
8364.8973,300000.0,7373.7922,7405.687,7821.4094,7373.7922,10000,1500,69.90909091,168,8,68.34156,59.75584,55,0.15,0.2695,0.006470588235294118,121
5947.147,886.4772,5928.0374,5827.2079,5949.2589,886.4772,10000,1500,73.05,173,15,63.73441999999999,66.44099,60,0.15,0.2689,0.007058823529411766,125
2990.9885,547.624,3065.9463,2979.6923,3050.5284,547.624,10000,1500,65.43333333,137,10,64.53716,63.63443,60,0.15,0.2783,0.007058823529411766,157
38474.7358,300000.0,20796.5722,17380.9807,18057.832,17380.9807,10000,1500,66.98333333,133,14,61.15026999999999,65.9224,60,0.15,0.2571,0.007058823529411766,102
6751.1508,162961.0414,300000.0,6285.0509999999995,5130.4344,5130.4344,10000,1500,61.43076923,129,4,66.15478,59.73426,65,0.15,0.2766,0.007647058823529412,125
1739.5418,300000.0,5188.5231,11133.8121,5379.2416,1739.5418,10000,1500,67.56923077,129,2,66.7394,68.2676,65,0.15,0.292,0.007647058823529412,129
13215.9732,300000.0,300000.0,9373.5682,9700.5031,9373.5682,10000,1500,66.89230769,160,3,62.98555,68.57529,65,0.15,0.285,0.007647058823529412,120
8375.6949,300000.0,8146.6568,9915.4324,8026.9936,8026.9936,10000,1500,69.68571429,141,7,67.82011999999999,63.34849000000001,70,0.15,0.3115,0.00823529411764706,133
13069.9923,300000.0,12989.3979,14621.4725,13460.015,12989.3979,10000,1500,68.05714286,164,4,62.67928000000001,66.42656,70,0.15,0.3111,0.00823529411764706,138
17957.5238,300000.0,300000.0,16252.4766,10883.3282,10883.3282,10000,1500,65.67142857,156,6,63.802409999999995,66.00966,70,0.15,0.3009,0.00823529411764706,151
2739.3151,300000.0,300000.0,8538.3806,8232.3792,2739.3151,10000,1500,64.68,148,7,63.12983000000001,68.92912,75,0.15,0.3159,0.008823529411764706,123
11438.2767,300000.0,300000.0,14923.1247,12900.9869,11438.2767,10000,1500,61.78666667,150,3,68.62526,62.49965,75,0.15,0.2966,0.008823529411764706,128
7965.5921,300000.0,81911.7311,8265.1915,7782.0955,7782.0955,10000,1500,70.89333333,142,5,64.27789,63.92561,75,0.15,0.2964,0.008823529411764706,161
300000.0,300000.0,20574.4661,36569.7983,170123.4295,20574.4661,10000,1500,67.625,137,12,62.86759,63.71142,80,0.15,0.3304,0.009411764705882352,147
118378.1943,300000.0,17546.8016,300000.0,300000.0,17546.8016,10000,1500,69.925,175,12,65.68333,70.14321,80,0.15,0.3389,0.009411764705882352,116
11926.0798,227623.2198,11337.7095,11635.2362,11507.9391,11337.7095,10000,1500,64.65,139,11,63.17284,64.94382,80,0.15,0.3147,0.009411764705882352,138
18440.1113,300000.0,300000.0,17901.2744,17957.3145,17901.2744,10000,1500,66.82352941,154,10,65.06539000000001,66.14555,85,0.15,0.3376,0.01,123
11520.1826,33730.043,300000.0,11195.7122,11191.3572,11191.3572,10000,1500,67.65882353,172,0,63.36443000000001,66.12148,85,0.15,0.3376,0.01,146
13502.2406,300000.0,300000.0,13015.3653,13152.595,13015.3653,10000,1500,66.10588235,131,8,64.93899,64.75459000000001,85,0.15,0.3269,0.01,121
45.45300001,35.85089999,43.1629,39.80789998,29.93419999,29.93419999,10000,2000,99.4,134,62,38.133340000000004,52.133340000000004,5,0.2,0.0449,0.000625,277
27.75350001,1.254800022,36.3213,45.7234,33.428000000000004,1.254800022,10000,2000,86.0,114,52,47.46667,51.33333,5,0.2,0.0418,0.000625,247
19.5993,1.237399995,34.8845,27.90290001,28.26450002,1.237399995,10000,2000,69.0,110,16,53.066669999999995,52.666669999999996,5,0.2,0.0343,0.000625,286
107.1497,16.42859998,109.4283,93.84459999,110.7599,16.42859998,10000,2000,70.0,154,21,62.0,60.50909,10,0.2,0.0695,0.00125,267
91.18600002,1.711300015,124.2,92.57250002,117.2136,1.711300015,10000,2000,58.1,106,27,64.58182,58.01818000000001,10,0.2,0.057999999999999996,0.00125,329
81.6771,27.676,98.54299998,96.83859998,88.55050001,27.676,10000,2000,78.1,122,40,66.49091,60.25455,10,0.2,0.0738,0.00125,272
229.8196,36.4377,241.2224,241.658,250.1089,36.4377,10000,2000,72.33333333,128,9,61.95,64.03333,15,0.2,0.092,0.001875,294
266.6276,171.9229,310.1949,265.5948,240.1757,171.9229,10000,2000,66.86666667,151,27,63.066669999999995,55.7,15,0.2,0.0929,0.001875,263
191.609,71.77940002,164.4577,173.4801,161.5115,71.77940002,10000,2000,72.8,129,20,56.78333000000001,63.71666999999999,15,0.2,0.09,0.001875,263
223.0766,71.77719998,274.6496,229.4665,224.7228,71.77719998,10000,2000,67.0,122,14,59.3,69.91904,20,0.2,0.1211,0.0025,255
522.3949,7877.7739,389.4043,490.0771,539.9877,389.4043,10000,2000,82.75,121,35,62.51905,60.78095,20,0.2,0.1354,0.0025,284
207.8727,69.8917,222.50900000000001,221.0676,194.2328,69.8917,10000,2000,61.15,119,10,60.1619,68.00476,20,0.2,0.1075,0.0025,253
765.3177,3078.8494,698.3923,761.0845,828.8826,698.3923,10000,2000,74.44,162,13,56.46154,65.56923,25,0.2,0.1422,0.003125,235
584.6546,164.3726,502.7444,486.6901,491.7024,164.3726,10000,2000,73.0,146,3,64.52923,57.489230000000006,25,0.2,0.1392,0.003125,236
781.2489,230.1436,668.066,661.6865,647.3551,230.1436,10000,2000,74.8,152,26,66.07384,53.85846,25,0.2,0.1468,0.003125,287
66905.0422,3249.6941,1049.9964,2405.2029,1936.2224,1049.9964,10000,2000,66.16666667,157,9,57.038709999999995,63.79785,30,0.2,0.1494,0.00375,271
767.4827,376.6095,703.9426,652.8399,689.9814,376.6095,10000,2000,64.63333333,146,7,61.86881999999999,60.886019999999995,30,0.2,0.152,0.00375,270
1507.7094,425.8556,726.3609,853.4992,1112.91,425.8556,10000,2000,67.03333333,127,4,60.468819999999994,66.2172,30,0.2,0.1609,0.00375,256
8766.4339,300000.0,2934.7857,1900.8531,3412.9212,1900.8531,10000,2000,68.94285714,158,17,62.8381,63.25079,35,0.2,0.1882,0.004375,271
1764.2504,1995.3241,1604.6484,1908.5547,1328.727,1328.727,10000,2000,63.05714286,130,9,65.2254,59.97778,35,0.2,0.1688,0.004375,328
1312.3551,296.3256,1305.8123,1254.5645,1240.501,296.3256,10000,2000,72.08571429,131,16,66.48889,61.58095,35,0.2,0.1919,0.004375,310
75972.9719,300000.0,6883.0256,11537.2825,15955.9083,6883.0256,10000,2000,78.725,172,8,64.76098,71.44756,40,0.2,0.2135,0.005,257
2361.2248,19604.6334,2227.5316,2282.9402,2272.0418,2227.5316,10000,2000,62.15,164,10,58.21951,68.44634,40,0.2,0.1827,0.005,266
1111.2156,150.1716,1096.7115,1051.2009,1027.9282,150.1716,10000,2000,62.825,150,13,57.72073,62.07073000000001,40,0.2,0.1763,0.005,228
300000.0,2062.6235,4563.6483,38333.662000000004,13067.6015,2062.6235,10000,2000,77.84444444,163,9,68.07921999999999,67.67923,45,0.2,0.2377,0.005625,324
472.284,1939.4963,1528.2616,425.6771,473.1718,425.6771,10000,2000,76.51111111,142,9,67.77585,69.02221999999999,45,0.2,0.2336,0.005625,268
858.3251,2252.3437,300000.0,2887.3919,2915.9727,858.3251,10000,2000,72.46666667,147,2,70.90048,66.71304,45,0.2,0.23399999999999999,0.005625,255
6091.6322,287808.7473,26472.6646,4667.6991,5994.0593,4667.6991,10000,2000,71.84,130,13,65.70902,72.47294000000002,50,0.2,0.2537,0.00625,255
300000.0,300000.0,6494.8127,300000.0,300000.0,6494.8127,10000,2000,70.1,160,11,72.64627,69.33726,50,0.2,0.2399,0.00625,276
1524.4558,515.1143,1390.4057,1480.4183,1427.6329999999994,515.1143,10000,2000,74.94,133,10,70.35686,65.26275,50,0.2,0.2373,0.00625,283
3762.0185,48856.5355,4388.9674,3537.1217,3405.7561,3405.7561,10000,2000,64.36363636,135,5,65.87402,67.15065,55,0.2,0.22899999999999998,0.006875,277
3859.4162,300000.0,3793.3395,3811.2231,3820.8753,3793.3395,10000,2000,78.16363636,146,29,65.70779,70.24025999999999,55,0.2,0.2624,0.006875,291
21630.1813,300000.0,6824.6273,10687.2219,13212.5296,6824.6273,10000,2000,58.34545455,157,1,63.113640000000004,60.57468000000001,55,0.2,0.2154,0.006875,265
1840.9797,761.3397,1834.4229999999998,1792.4546,1778.6244,761.3397,10000,2000,72.71666667,126,19,66.09782,66.23496999999999,60,0.2,0.2534,0.0075,265
10550.9952,300000.0,6947.9777,7777.4422,7794.8442,6947.9777,10000,2000,65.88333333,148,6,66.56667,70.5705,60,0.2,0.2591,0.0075,276
6613.6638,741.1996,6494.4331,6396.3311,6434.5354,741.1996,10000,2000,64.2,164,0,67.11202,63.36011,60,0.2,0.2531,0.0075,277
300000.0,300000.0,16951.8727,219141.9328,300000.0,16951.8727,10000,2000,60.30769231,151,12,65.54406,61.2662,65,0.2,0.2469,0.008125,253
13005.91,224044.6564,10645.7409,8766.2098,11185.1821,8766.2098,10000,2000,69.06153846,147,11,65.32587,67.1599,65,0.2,0.2639,0.008125,285
