,GridName,GridRows,GridColumns,NumOfAgents,NumOfObstacles,InstanceId,BranchingFactor,ObstacleDensity,AvgDistanceToGoal,MaxDistanceToGoal,MinDistanceToGoal,AvgStartDistances,AvgGoalDistances,PointsAtSPRatio,A*+OD+ID Success,A*+OD+ID Runtime,A*+OD+ID Solution Cost,A*+OD+ID Expanded,A*+OD+ID Generated,A*+OD+ID Max Group Size,A*+OD+ID Min Group Size,A*+OD+ID Max Group,A*+OD+ID Solution Depth,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Success,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Solution Cost,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Expanded (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Generated (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Closed List Hits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Partial Expansions (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Adoptions (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Pruning Successes (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Pruning Failures (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Nodes Expanded With Goal Cost (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Look Ahead Nodes Created (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Conflicts Bypassed With Adoption (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Cardinal Conflict Splits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Semi-Cardinal Conflict Splits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Non-Cardinal Conflict Splits (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes MDDs Built (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Nodes Pushed Back (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Restarts (HL),MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Max Group Size (HL),EPEA*/SIC Expanded,EPEA*/SIC Generated,EPEA*/SIC Reopened,EPEA*/SIC BPMX boosts,EPEA*/SIC Closed List Hits,EPEA*/SIC Reopened With Old H,EPEA*/SIC H Updated From Other Area,EPEA*/SIC Max expansion delay,EPEA*/SIC Quick Insertions,EPEA*/SIC Quick Insertions Cancelled,EPEA*/SIC Expanded Full States,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Quick Insertions,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Quick Insertions Cancelled,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Max Group,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Solution Depth,Basic-CBS/(A*/SIC)+ID Success,Basic-CBS/(A*/SIC)+ID Runtime,Basic-CBS/(A*/SIC)+ID Solution Cost,Basic-CBS/(A*/SIC)+ID Expanded,Basic-CBS/(A*/SIC)+ID Generated,Basic-CBS/(A*/SIC)+ID Max Group Size,Basic-CBS/(A*/SIC)+ID Min Group Size,Basic-CBS/(A*/SIC)+ID Max Group,Basic-CBS/(A*/SIC)+ID Solution Depth,ICTS 3E +ID Success,ICTS 3E +ID Runtime,ICTS 3E +ID Solution Cost,ICTS 3E +ID Expanded,ICTS 3E +ID Generated,ICTS 3E +ID Max Group Size,ICTS 3E +ID Min Group Size,ICTS 3E +ID Max Group,ICTS 3E +ID Solution Depth,EPEA*+ID Success,EPEA*+ID Runtime,EPEA*+ID Solution Cost,EPEA*+ID Expanded,EPEA*+ID Generated,EPEA*+ID Max Group Size,EPEA*+ID Min Group Size,EPEA*+ID Max Group,EPEA*+ID Solution Depth,Y,Y Success,Y Runtime,GridSize,Sparsity
10,Unknown,60,60,20,0,1,9.54E+13,0,40.9,79,15,33.9,38.68095,0.2105556,1,46.01,818,853,2539,1,1,1,0,1,3.4545,818,2,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,208,412,1,0,5,0,0,5,207,118,208,2,0,1,0,1,47.9256,818,853,2539,1,1,1,0,1,49.8288,818,853,2539,1,1,1,0,1,45.9016,818,853,2539,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,3.4545,3600,0.005555556
11,Unknown,60,60,20,0,2,9.54E+13,0,44.1,90,10,35.13334,38.6,0.2027778,1,43.5301,882,912,2683,1,1,1,0,1,2.0589,882,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,90,180,0,0,0,0,0,0,90,50,90,1,0,1,0,1,43.2703,882,912,2683,1,1,1,0,1,47.4707,882,912,2683,1,1,1,0,1,47.1431,882,912,2683,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,2.0589,3600,0.005555556
12,Unknown,60,60,25,0,0,2.98E+17,0,43.16,78,10,36.78154,40.01846,0.2688889,1,71.7434,1079,1091,3241,1,1,1,0,1,34.0075,1079,5,10,0,1,0,0,0,5,0,0,0,1,4,0,0,0,1,2720,3163,8,0,2194,0,0,1338,2607,219,2720,5,2,1,0,1,69.6226,1079,1091,3241,1,1,1,0,1,74.9605,1079,1091,3241,1,1,1,0,1,71.2817,1079,1091,3241,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,34.0075,3600,0.006944444
13,Unknown,60,60,25,0,1,2.98E+17,0,39.8,83,14,37.74769,36.58461,0.2327778,1,48.9306,995,1014,2975,1,1,1,0,1,8.1027,995,5,10,0,1,0,0,0,5,0,0,0,1,4,0,0,0,1,398,795,0,0,0,0,0,0,398,177,398,5,2,1,0,1,47.3226,995,1014,2975,1,1,1,0,1,47.7701,995,1014,2975,1,1,1,0,1,49.2916,995,1014,2975,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,8.1027,3600,0.006944444
14,Unknown,60,60,25,0,2,2.98E+17,0,39.44,68,10,38.35077,34.48615,0.2430556,1,45.0148,986,1115,3226,1,1,1,0,1,18.2125,986,4,8,0,1,0,0,0,4,0,0,0,1,3,0,0,0,1,1100,1306,3,0,801,0,0,287,978,123,1100,3,1,1,0,1,47.4326,986,1115,3226,1,1,1,0,1,42.3809,986,1115,3226,1,1,1,0,1,42.0011,986,1115,3226,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,18.2125,3600,0.006944444
15,Unknown,60,60,30,0,0,9.31E+20,0,43.26666667,73,20,41.53978,36.48172,0.3125,1,98.125,1298,1307,3899,1,1,1,0,1,4.266,1298,2,3,0,2,0,0,0,2,0,0,0,2,0,0,0,0,1,130,260,0,0,0,0,0,0,130,65,130,2,0,1,0,1,107.9808,1298,1307,3899,1,1,1,0,1,96.5497,1298,1307,3899,1,1,1,0,1,104.0892,1298,1307,3899,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,4.266,3600,0.008333333
16,Unknown,60,60,30,0,1,9.31E+20,0,45.23333333,88,5,40.16129,37.88817,0.3002778,1,125.794,1357,1432,4223,1,1,1,0,1,20.1199,1357,7,13,0,2,0,0,0,7,0,0,0,2,5,0,0,0,1,1112,1763,3,0,424,0,0,400,1056,321,1112,6,4,1,0,1,147.0882,1357,1432,4223,1,1,1,0,1,133.8013,1357,1432,4223,1,1,1,0,1,132.3007,1357,1432,4223,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,20.1199,3600,0.008333333
17,Unknown,60,60,30,0,2,9.31E+20,0,38.26666667,81,3,33.89893,38.15269,0.2730556,1,72.8883,1148,1186,3535,1,1,1,0,1,10.0051,1148,8,12,0,5,0,0,0,8,0,0,0,5,3,0,0,0,1,596,1031,0,0,118,0,0,116,570,239,596,7,1,1,0,1,77.2245,1148,1186,3535,1,1,1,0,1,77.9654,1148,1186,3535,1,1,1,0,1,80.5851,1148,1186,3535,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,10.0051,3600,0.008333333
18,Unknown,60,60,35,0,0,2.91E+24,0,44.71428571,85,9,36.26032,35.5746,0.3372222,1,607.5947,1566,13434,40937,2,1,2,1,1,34783.8121,1566,68,90,8,9,0,0,0,0,0,0,0,9,29,0,0,0,2,911301,864221,13765,0,2602262,0,0,39851,684628,118280,827589,44,12,2,1,0,300001.8982,-2,2900,7265,2,1,2,0,1,419.5515,1566,2903,7268,2,1,2,1,1,368.4241,1566,7940,12341,2,1,2,1,EPEA*+ID Runtime,1,368.4241,3600,0.009722222
19,Unknown,60,60,35,0,1,2.91E+24,0,36.37142857,74,1,40.27937,36.60318,0.3191667,1,126.5206,1273,1273,3826,1,1,1,0,1,6.8678,1273,3,6,0,1,0,0,0,3,0,0,0,1,2,0,0,0,1,346,544,0,0,131,0,0,143,313,102,346,2,0,1,0,1,124.9855,1273,1273,3826,1,1,1,0,1,131.1296,1273,1273,3826,1,1,1,0,1,130.2659,1273,1273,3826,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,6.8678,3600,0.009722222
20,Unknown,60,60,35,0,2,2.91E+24,0,40.82857143,93,10,35.29206,39.79365,0.3330556,1,146.7472,1429,1466,4336,1,1,1,0,1,9.492,1429,4,8,0,1,0,0,0,4,0,0,0,1,3,0,0,0,1,364,693,2,0,37,0,0,37,362,136,364,3,2,1,0,1,142.8508,1429,1466,4336,1,1,1,0,1,147.3473,1429,1466,4336,1,1,1,0,1,153.4128,1429,1466,4336,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,9.492,3600,0.009722222
21,Unknown,60,60,40,0,0,9.09E+27,0,33.15,76,4,38.75854,38.40488,0.3208333,1,226.4268,1327,2367,7405,2,1,2,1,1,647.7972,1327,40,51,8,4,0,0,0,3,0,0,0,5,17,0,0,0,2,21683,22866,104,0,46357,0,0,1738,16198,2366,19343,23,6,2,1,0,300002.9927,-2,1405,4110,2,1,2,0,1,275.2167,1327,1408,4113,2,1,2,1,1,218.8381,1327,1868,4609,2,1,2,1,EPEA*+ID Runtime,1,218.8381,3600,0.011111111
22,Unknown,60,60,40,0,1,9.09E+27,0,40.625,80,4,38.47317,37.90122,0.3563889,1,252.8746,1627,5457,14224,2,1,2,2,1,2649.397,1627,114,146,0,35,0,0,0,2,0,0,0,37,29,0,0,0,2,93473,88325,537,0,160690,0,0,2157,71259,6538,77245,80,15,2,2,1,187.9015,1627,1744,5082,3,1,3,2,1,198.8432,1627,1745,5083,2,1,2,2,1,230.7091,1627,4619,6956,2,1,2,2,Basic-CBS/(A*/SIC)+ID Runtime,1,187.9015,3600,0.011111111
23,Unknown,60,60,40,0,2,9.09E+27,0,38.075,106,7,38.99756,36.06463,0.34,1,148.1481,1523,1552,4603,1,1,1,0,1,26.0185,1523,8,15,0,2,0,0,0,8,0,0,0,3,5,0,0,0,1,1360,1882,2,0,758,0,0,740,1291,290,1348,9,0,1,0,1,140.0882,1523,1552,4603,1,1,1,0,1,144.1867,1523,1552,4603,1,1,1,0,1,142.406,1523,1552,4603,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,26.0185,3600,0.011111111
24,Unknown,60,60,45,0,0,2.84E+31,0,44.28888889,88,0,37.48406,37.75072,0.4072222,1,305.0332,1994,3558,10893,2,1,2,1,0,300010.8023,-2,96,128,10,2,0,0,0,4,0,0,0,3,41,0,0,0,2,3042076,915166,10651,0,13827699,0,0,2743894,821920,14309,885698,56,21,2,1,0,300003.977,-2,2237,6424,2,1,2,0,1,280.3517,1994,2240,6427,2,1,2,1,1,291.2107,1994,2892,7080,2,1,2,1,ICTS 3E +ID Runtime,1,280.3517,3600,0.0125
25,Unknown,60,60,45,0,1,2.84E+31,0,35.24444444,89,9,37.98261,40.05797,0.3633333,1,281.9144,1586,1608,4827,1,1,1,0,1,27.8745,1586,6,11,0,2,0,0,0,6,0,0,0,2,4,0,0,0,1,422,809,0,0,13,0,0,17,414,212,422,5,2,1,0,1,283.3663,1586,1608,4827,1,1,1,0,1,288.8373,1586,1608,4827,1,1,1,0,1,286.2971,1586,1608,4827,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,27.8745,3600,0.0125
26,Unknown,60,60,45,0,2,2.84E+31,0,35.53333333,78,10,33.56329,37.09372,0.3611111,1,577.7823,1600,8332,26202,2,1,2,1,1,22580.2455,1600,138,177,8,32,0,0,0,0,0,0,0,35,43,0,0,0,2,571154,531241,8077,0,1571715,0,0,14974,397706,56810,491295,100,20,2,1,0,300005.02,-2,2090,5759,2,1,2,0,1,490.2368,1600,2093,5762,2,1,2,1,1,464.3366,1600,5094,8784,2,1,2,1,EPEA*+ID Runtime,1,464.3366,3600,0.0125
27,Unknown,60,60,50,0,0,8.88E+34,0,40.02,84,2,39.24157,38.72,0.4308333,1,385.659,2002,2757,7650,2,1,2,1,1,77.5946,2002,11,19,0,4,0,0,0,9,0,0,1,5,5,0,0,0,1,2259,3114,7,0,1264,0,0,601,2077,413,2257,10,3,1,1,1,390.9269,2002,2679,7263,2,1,2,1,1,400.9567,2002,2680,7261,2,1,2,1,1,389.2025,2002,2718,7300,2,1,2,1,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,77.5946,3600,0.013888889
28,Unknown,60,60,50,0,1,8.88E+34,0,39.46,84,4,38.33098,37.53804,0.4013889,1,611.3,1974,3977,13286,3,1,3,1,1,234.9036,1974,27,44,0,8,0,0,0,11,0,0,1,17,6,0,0,0,2,6212,7049,17,0,4491,0,0,1065,5542,574,6032,23,3,2,1,1,746.2041,1974,2299,6534,4,1,4,1,1,844.4722,1974,2286,6505,4,1,4,1,1,611.1725,1974,2877,7133,3,1,3,1,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,234.9036,3600,0.013888889
29,Unknown,60,60,50,0,2,8.88E+34,0,39.38,75,9,37.04706,38.46902,0.4238889,1,386.669,1970,3605,10712,2,1,2,1,1,3884.099,1970,172,229,4,22,0,0,0,4,0,0,0,33,49,0,0,0,2,93488,95111,1757,0,182713,0,0,1859,68023,8291,80890,123,28,2,1,1,69979.327,1970,18140,38174,2,1,2,1,1,358.8164,1970,2553,6996,2,1,2,1,1,376.1723,1970,3073,7521,2,1,2,1,ICTS 3E +ID Runtime,1,358.8164,3600,0.013888889
30,Unknown,60,60,55,0,0,2.78E+38,0,41.52727273,99,10,40.46104,37.85325,0.4905556,1,4454.5644,2286,54195,165824,2,1,2,2,0,300003.6707,-2,470,538,17,65,0,0,0,265,0,0,0,73,77,0,0,0,3,5337058,4703112,143073,0,16713319,0,0,117108,3661149,589962,4496726,371,42,3,1,0,300005.1563,-2,3919,10004,2,1,2,0,1,30971.6926,2286,3925,10010,2,1,2,2,1,1718.4527,2286,28778,35064,2,1,2,2,EPEA*+ID Runtime,1,1718.4527,3600,0.015277778
31,Unknown,60,60,55,0,1,2.78E+38,0,39.09090909,90,4,39.32987,35.64286,0.4569444,1,404.9049,2151,2898,8999,2,1,2,1,1,1332.2806,2151,71,92,5,20,0,0,0,8,0,0,0,24,21,0,0,0,2,32401,35573,278,0,56313,0,0,1242,25378,6278,31069,49,13,2,1,0,300005.3886,-2,2221,6547,2,1,2,0,1,379.214,2151,2224,6550,2,1,2,1,1,378.747,2151,2509,6839,2,1,2,1,EPEA*+ID Runtime,1,378.747,3600,0.015277778
32,Unknown,60,60,55,0,2,2.78E+38,0,37.72727273,85,4,38.86364,39.53117,0.4486111,1,666.2308,2077,7579,23738,2,1,2,2,1,27088.8017,2077,323,389,8,34,0,0,0,1,0,0,0,42,65,0,0,0,2,671906,622613,9870,0,1749349,0,0,8637,480100,57678,564661,198,50,2,2,0,300004.1959,-2,3541,9082,2,1,2,1,1,549.5343,2077,2542,7077,2,1,2,2,1,578.5424,2077,5049,9598,2,1,2,2,ICTS 3E +ID Runtime,1,549.5343,3600,0.015277778
33,Unknown,60,60,60,0,0,8.67E+41,0,40.21666667,96,2,37.29399,38.91639,0.4880556,1,454.1963,2413,2839,7986,1,1,1,0,1,77.6157,2413,15,26,0,5,0,0,0,15,0,0,0,7,8,0,0,0,1,1672,2552,5,0,610,0,0,200,1531,462,1672,15,4,1,0,1,432.1307,2413,2839,7986,1,1,1,0,1,430.4837,2413,2839,7986,1,1,1,0,1,438.9081,2413,2839,7986,1,1,1,0,MA-CBS-Global-10/(EPEA*/SIC) choosing the first conflict in CBS nodes Runtime,1,77.6157,3600,0.016666667
34,Unknown,60,60,60,0,1,8.67E+41,0,39.08333333,96,5,40.67104,37.92514,0.4702778,1,474.4126,2348,3790,11557,2,1,2,3,1,10354.6718,2348,187,237,8,15,0,0,0,9,0,0,0,21,51,0,0,0,2,234191,265059,1919,0,609024,0,0,8184,202939,26750,232846,113,23,2,3,1,11302.3212,2348,6642,15571,3,1,3,3,1,470.7512,2348,2558,7396,2,1,2,3,1,454.5058,2348,3165,7987,2,1,2,3,EPEA*+ID Runtime,1,454.5058,3600,0.016666667
35,Unknown,60,60,60,0,2,8.67E+41,0,39.15,77,1,39.87869,37.24535,0.4611111,1,1013.0322,2352,13002,41452,3,1,3,3,1,85197.7915,2352,496,557,46,22,0,0,0,2,0,0,0,27,101,0,0,0,4,1443133,1431462,65838,0,5021478,0,0,26895,955595,182662,1287551,321,41,4,3,0,300006.4949,-2,5438,13017,3,1,3,2,1,766.4712,2352,3400,8929,3,1,3,3,1,733.0136,2352,7696,13311,3,1,3,3,EPEA*+ID Runtime,1,733.0136,3600,0.016666667
