type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
Instance-100-0-45-0,0.19133998453617096,-0.9293290376663208,-0.37096095085144043,-1.2528003454208374,-1.4800676107406616,0.8289429545402527,-1.0733495950698853,-0.6052159667015076,0.12941886484622955,-1.090505599975586,0.37882137298583984,-0.6861458420753479,1.021562099456787,0.05702397599816322,-1.5875763893127441,0.8715521097183228,0.5184820890426636,0.4011451005935669,-1.8043434619903564,-1.1887966394424438,-1.3278409242630005,1.070712924003601,0.1264389604330063,-2.116344690322876,0.9330719709396362,-0.935182511806488,-0.22681781649589539,-0.33211731910705566,-1.1028310060501099,1.402864694595337,-0.9610465168952942,0.6032167673110962
Instance-100-0-45-1,0.20361533761024475,-0.9601094722747803,-0.4277525544166565,-1.243970513343811,-1.4881945848464966,0.837458074092865,-1.0746175050735474,-0.569252610206604,0.15058918297290802,-1.1223063468933105,0.3980139195919037,-0.6772393584251404,1.026414394378662,0.06729395687580109,-1.5679645538330078,0.8664727210998535,0.5154649615287781,0.3803642988204956,-1.7726351022720337,-1.1249065399169922,-1.2884172201156616,1.0731029510498047,0.14686736464500427,-2.087981700897217,0.9667221307754517,-0.8988458514213562,-0.301042765378952,-0.2788545489311218,-1.1027437448501587,1.3800346851348877,-0.9658159017562866,0.6187257766723633
Instance-100-0-45-2,0.21247915923595428,-0.9866190552711487,-0.4550288915634155,-1.2440118789672852,-1.4727325439453125,0.8296079039573669,-1.094635248184204,-0.5974842309951782,0.11032313853502274,-1.1167908906936646,0.36216112971305847,-0.6655478477478027,1.0308367013931274,0.09573458880186081,-1.5735340118408203,0.8951793313026428,0.49855703115463257,0.37752917408943176,-1.8248685598373413,-1.1622908115386963,-1.3346976041793823,1.092227578163147,0.19236518442630768,-2.1052486896514893,0.9175758361816406,-0.8882651925086975,-0.28474190831184387,-0.3746960163116455,-1.1136138439178467,1.3872292041778564,-0.9960750341415405,0.6225334405899048
Instance-100-0-5-0,0.24020320177078247,-1.0117346048355103,-0.44589903950691223,-1.2076735496520996,-1.4509673118591309,0.8739409446716309,-1.0903949737548828,-0.6136322617530823,0.11254226416349411,-1.1427682638168335,0.40428856015205383,-0.657496988773346,1.0202635526657104,0.13093262910842896,-1.5296810865402222,0.8890583515167236,0.5330892205238342,0.3983311653137207,-1.8397681713104248,-1.1031098365783691,-1.3559950590133667,1.096506118774414,0.22168034315109253,-2.1042251586914062,0.9763872623443604,-0.8989368677139282,-0.3447880446910858,-0.35933732986450195,-1.0699301958084106,1.3596155643463135,-1.0615373849868774,0.6112245321273804
Instance-100-0-5-1,0.23147045075893402,-1.0015193223953247,-0.4117967188358307,-1.2692404985427856,-1.4919121265411377,0.8191537261009216,-1.0662928819656372,-0.5660684704780579,0.11639668792486191,-1.0992329120635986,0.4280853569507599,-0.6266778707504272,0.9961791634559631,0.08928146213293076,-1.5545380115509033,0.8120244145393372,0.49162307381629944,0.35079172253608704,-1.813350796699524,-1.0893405675888062,-1.2797657251358032,1.0451606512069702,0.2108144760131836,-2.0962159633636475,0.970429003238678,-0.8579072952270508,-0.24854297935962677,-0.28530725836753845,-1.0786001682281494,1.3729723691940308,-1.0149030685424805,0.6435465216636658
Instance-100-0-5-2,0.250032901763916,-0.9481673836708069,-0.40708792209625244,-1.1621382236480713,-1.4405995607376099,0.8505550622940063,-1.0405337810516357,-0.5078045725822449,0.11670161038637161,-1.1028192043304443,0.37759435176849365,-0.7010374069213867,1.0137674808502197,0.14016591012477875,-1.4982898235321045,0.8624547123908997,0.48529887199401855,0.40889033675193787,-1.8494012355804443,-1.1052343845367432,-1.3514091968536377,1.0761291980743408,0.201521635055542,-2.083428382873535,0.9883705377578735,-0.8582304120063782,-0.2681143879890442,-0.3175400197505951,-1.0878233909606934,1.342686414718628,-0.9918106198310852,0.6100758910179138
Instance-100-0-50-0,0.2684575617313385,-0.9722031950950623,-0.4337714612483978,-1.2085858583450317,-1.464367151260376,0.8354994058609009,-1.0503294467926025,-0.5498388409614563,0.1314932107925415,-1.070305585861206,0.3840288817882538,-0.6536582112312317,1.0384210348129272,0.07034872472286224,-1.528485894203186,0.8718167543411255,0.48697277903556824,0.405638188123703,-1.8694045543670654,-1.0719201564788818,-1.3345956802368164,1.0612764358520508,0.18658311665058136,-2.146355628967285,0.9734086394309998,-0.8266903758049011,-0.25915640592575073,-0.2666633725166321,-1.098206877708435,1.3550989627838135,-0.9945577383041382,0.6442339420318604
Instance-100-0-50-1,0.2549109160900116,-0.9373639822006226,-0.4230870008468628,-1.1478568315505981,-1.3895933628082275,0.833141028881073,-1.0339527130126953,-0.507637083530426,0.12995365262031555,-1.1101949214935303,0.3562030792236328,-0.6933761835098267,1.0311356782913208,0.16287103295326233,-1.5154566764831543,0.8646907210350037,0.5097795724868774,0.3671899735927582,-1.7814714908599854,-1.0906428098678589,-1.3049854040145874,1.0631287097930908,0.20592136681079865,-2.0583746433258057,0.988199770450592,-0.8202222585678101,-0.27333715558052063,-0.2996375858783722,-1.065738320350647,1.3165313005447388,-1.029089331626892,0.5917695164680481
Instance-100-0-50-2,0.2973991930484772,-1.022704839706421,-0.3567717373371124,-1.1629784107208252,-1.4492019414901733,0.8699465394020081,-1.0081725120544434,-0.5127683877944946,0.13568542897701263,-1.0841556787490845,0.4041612446308136,-0.5910977125167847,0.9821346998214722,0.15274378657341003,-1.494133472442627,0.8435152769088745,0.5388320684432983,0.3351060748100281,-1.7777365446090698,-1.0469220876693726,-1.2831144332885742,1.0506682395935059,0.1971074789762497,-2.1244208812713623,0.9274658560752869,-0.8702558875083923,-0.2811776399612427,-0.330093652009964,-1.085558295249939,1.3153750896453857,-1.0572307109832764,0.5731269121170044
Instance-100-0-55-0,0.2532024383544922,-0.9751986861228943,-0.3810026943683624,-1.119948387145996,-1.4069607257843018,0.8367266058921814,-0.9896288514137268,-0.505763828754425,0.17650346457958221,-1.116711974143982,0.37296193838119507,-0.7029303312301636,1.0004383325576782,0.1506248414516449,-1.4700241088867188,0.8880378603935242,0.49895182251930237,0.40560901165008545,-1.8101705312728882,-1.0792127847671509,-1.3330086469650269,1.061430811882019,0.17617090046405792,-2.0821521282196045,0.9940407872200012,-0.8546736240386963,-0.29689761996269226,-0.2857838273048401,-1.0721282958984375,1.3061758279800415,-1.0124770402908325,0.5852226614952087
Instance-100-0-55-1,0.3449678122997284,-1.018515706062317,-0.4259595572948456,-1.1558222770690918,-1.4420629739761353,0.8713349103927612,-1.0355143547058105,-0.4781339764595032,0.1376858502626419,-1.1569430828094482,0.4033283293247223,-0.669040858745575,1.0380022525787354,0.20131970942020416,-1.5210280418395996,0.8906652927398682,0.5423442721366882,0.41766247153282166,-1.7793625593185425,-1.1226609945297241,-1.3327577114105225,1.0943671464920044,0.21264822781085968,-2.0870754718780518,1.0220454931259155,-0.869665801525116,-0.34834250807762146,-0.3346097767353058,-1.0586892366409302,1.3224568367004395,-1.0801174640655518,0.600893497467041
Instance-100-0-55-2,0.2779315114021301,-0.9880461692810059,-0.4525722563266754,-1.0933431386947632,-1.4187641143798828,0.8587480783462524,-0.9764782190322876,-0.48668885231018066,0.1791498214006424,-1.1107642650604248,0.36731553077697754,-0.7173787951469421,1.0242139101028442,0.15631961822509766,-1.4576733112335205,0.8639155030250549,0.4996357858181,0.35435983538627625,-1.8322750329971313,-1.0478177070617676,-1.3521418571472168,1.0513668060302734,0.18715055286884308,-2.0702061653137207,1.003957748413086,-0.8158044219017029,-0.2741835117340088,-0.3323628306388855,-1.0793660879135132,1.2931804656982422,-1.0451080799102783,0.5586853623390198
Instance-100-0-60-0,0.30895501375198364,-1.0311299562454224,-0.40685728192329407,-1.099357008934021,-1.4419323205947876,0.8571833968162537,-0.9974698424339294,-0.5148864984512329,0.1522904485464096,-1.0926127433776855,0.4051249027252197,-0.5867227911949158,0.9729185104370117,0.1408454030752182,-1.436760663986206,0.8271325826644897,0.5381720066070557,0.3566169738769531,-1.7896440029144287,-1.0706990957260132,-1.2909623384475708,1.073630690574646,0.22688189148902893,-2.109877586364746,0.9965298771858215,-0.8249742984771729,-0.2725948095321655,-0.2883395552635193,-1.0689228773117065,1.295577049255371,-1.0467336177825928,0.6008356213569641
Instance-100-0-60-1,0.32129594683647156,-0.997168779373169,-0.4257361590862274,-1.09446382522583,-1.4051965475082397,0.8552700281143188,-0.9892886281013489,-0.4422043263912201,0.1734638512134552,-1.105168104171753,0.39307701587677,-0.6338380575180054,1.0192863941192627,0.20688480138778687,-1.446363925933838,0.8161900043487549,0.5506999492645264,0.36148160696029663,-1.789540410041809,-1.0357768535614014,-1.2609543800354004,1.033684253692627,0.19687065482139587,-2.1025173664093018,0.9956586360931396,-0.8491554260253906,-0.26125848293304443,-0.293014794588089,-1.0846203565597534,1.277562141418457,-1.0986696481704712,0.5191095471382141
Instance-100-0-60-2,0.3337388336658478,-1.0271860361099243,-0.43648871779441833,-1.0300201177597046,-1.398157000541687,0.8844088315963745,-0.9061611294746399,-0.5032011866569519,0.1929870843887329,-1.1371079683303833,0.3792712092399597,-0.6886940598487854,0.9964025020599365,0.2210608571767807,-1.4212054014205933,0.8584363460540771,0.5549159049987793,0.3968476355075836,-1.7805379629135132,-1.088632583618164,-1.3314096927642822,1.064591884613037,0.2063392698764801,-2.0776822566986084,0.9754147529602051,-0.8429141044616699,-0.31048384308815,-0.34049221873283386,-1.0598818063735962,1.2526153326034546,-1.1040395498275757,0.5430426001548767
Instance-100-0-65-0,0.3578529357910156,-1.036717414855957,-0.4421784579753876,-1.0902817249298096,-1.4051997661590576,0.8597390055656433,-0.9515721797943115,-0.4987257122993469,0.18001504242420197,-1.1573585271835327,0.3799770176410675,-0.663072943687439,1.0338927507400513,0.21332550048828125,-1.412771224975586,0.8374176025390625,0.5467059016227722,0.3487047851085663,-1.8042505979537964,-1.0591171979904175,-1.3141487836837769,1.081331729888916,0.2564133405685425,-2.104236364364624,0.9977153539657593,-0.8683254718780518,-0.28041377663612366,-0.31646740436553955,-1.0912503004074097,1.256035327911377,-1.0840346813201904,0.558712363243103
Instance-100-0-65-1,0.32440483570098877,-1.0212178230285645,-0.37612098455429077,-1.0003845691680908,-1.410064935684204,0.8173530101776123,-0.9097360968589783,-0.5014755725860596,0.19030535221099854,-1.1265544891357422,0.3573445975780487,-0.6374712586402893,0.9282548427581787,0.15937656164169312,-1.3481006622314453,0.8351877331733704,0.5674901604652405,0.39156097173690796,-1.7925211191177368,-1.0171973705291748,-1.3028888702392578,1.0441967248916626,0.21583302319049835,-2.1047027111053467,0.9328991770744324,-0.8181438446044922,-0.30651649832725525,-0.2925357520580292,-1.0313531160354614,1.197312831878662,-1.0305848121643066,0.530214786529541
Instance-100-0-65-2,0.3387557566165924,-1.0153813362121582,-0.47922950983047485,-1.0325374603271484,-1.456857442855835,0.8457725644111633,-0.9432974457740784,-0.4403363764286041,0.15985025465488434,-1.124000906944275,0.3333875238895416,-0.6621034145355225,1.0178959369659424,0.1911521703004837,-1.3425931930541992,0.8411915302276611,0.5468252897262573,0.3347223103046417,-1.7654976844787598,-1.0679476261138916,-1.2755067348480225,1.090085506439209,0.23622630536556244,-2.0783493518829346,0.9675721526145935,-0.8014346957206726,-0.2629605531692505,-0.29154840111732483,-1.112882375717163,1.2212259769439697,-1.0586795806884766,0.5225436687469482
Instance-100-0-70-0,0.3398723304271698,-0.9687255620956421,-0.4115288257598877,-1.0086660385131836,-1.4139039516448975,0.8415039777755737,-0.9276780486106873,-0.44327646493911743,0.22060908377170563,-1.0844396352767944,0.35734376311302185,-0.6509466171264648,1.0051469802856445,0.21529720723628998,-1.3709208965301514,0.78846275806427,0.5639333128929138,0.39569175243377686,-1.7190626859664917,-1.0763676166534424,-1.2413854598999023,1.054555892944336,0.21590246260166168,-2.082548141479492,0.9429272413253784,-0.8255699276924133,-0.28930550813674927,-0.2668859362602234,-1.0604461431503296,1.1986795663833618,-1.055315613746643,0.5361771583557129
Instance-100-0-70-1,0.34970754384994507,-1.051503300666809,-0.4328124523162842,-1.0284782648086548,-1.3944036960601807,0.8893582224845886,-0.9532443284988403,-0.4936440885066986,0.20165695250034332,-1.1665278673171997,0.3874770402908325,-0.6910378932952881,0.9807881116867065,0.22783046960830688,-1.3650156259536743,0.8141887784004211,0.595910906791687,0.33092838525772095,-1.7143458127975464,-1.1344155073165894,-1.2731255292892456,1.0870856046676636,0.2086949646472931,-2.0693278312683105,0.9153708219528198,-0.8743831515312195,-0.35569968819618225,-0.29404547810554504,-1.0687988996505737,1.1856321096420288,-1.079743504524231,0.5077628493309021
Instance-100-0-70-2,0.3604294955730438,-0.9955250024795532,-0.4590994417667389,-1.0291426181793213,-1.3853603601455688,0.8653020858764648,-0.9361008405685425,-0.4806458652019501,0.19471797347068787,-1.132325291633606,0.3353108763694763,-0.6620656251907349,0.9977117776870728,0.22160735726356506,-1.3199645280838013,0.8128560781478882,0.6166006922721863,0.4026288092136383,-1.7730706930160522,-1.0799354314804077,-1.2832162380218506,1.097481608390808,0.22106003761291504,-2.0598511695861816,0.9371001124382019,-0.8331658840179443,-0.30751752853393555,-0.30704569816589355,-1.0412936210632324,1.196097731590271,-1.053694486618042,0.5262619256973267
Instance-100-0-75-0,0.364637553691864,-1.041276216506958,-0.459886759519577,-0.9678359031677246,-1.4498409032821655,0.8515210151672363,-0.8715444803237915,-0.4269285798072815,0.16241733729839325,-1.1508961915969849,0.35547879338264465,-0.6832504868507385,0.9916662573814392,0.24385792016983032,-1.3032138347625732,0.8156336545944214,0.6147654056549072,0.38621458411216736,-1.795424222946167,-1.056550145149231,-1.3148775100708008,1.054017186164856,0.2179265320301056,-2.070835590362549,0.9797926545143127,-0.8134313821792603,-0.30065488815307617,-0.2708882689476013,-1.0841153860092163,1.2161765098571777,-1.031309723854065,0.4894888699054718
